algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,3,1779062357,0.35,0.17364295789932774,0.018876519097264028,0.1547664388020637,0.7780778397825028,0.6955530216647663,23.288311499985866,5,532,0
vanilla,2,650318616,0.35,0.1542844926026552,0.01808280721026837,0.13620168539238683,0.6608837701416922,0.7058152793614595,24.112217999994755,5,540,0
lo-ransac,1,1235148768,0.35,0.149970927726798,0.015249593301545133,0.13472133442525286,0.6487182964868115,0.7468643101482326,28.229737399960868,5,590,6
vanilla,4,416366155,0.35,0.1329774935861164,0.01737154604484926,0.11560594754126714,0.510154234606112,0.7286202964652223,29.12125379999634,5,555,0
lo-ransac,2,650318616,0.35,0.11978312594293346,0.018144391851669297,0.10163873409126416,0.5095489530640518,0.6875712656784493,29.655891500005964,5,529,7
vanilla,0,1760185973,0.35,0.1322909349730866,0.016433380958422818,0.1158575540146638,0.5461253577377972,0.7080957810718358,30.850829500006512,6,543,0
vanilla,1,1235148768,0.35,0.14214683051122728,0.01761485173522986,0.12453197877599743,0.6585491920628561,0.685290763968073,32.54907179996371,6,538,0
lo-ransac,0,1760185973,0.35,0.13821329277569516,0.01769899896896905,0.1205142938067261,0.6072666116248291,0.7194982896237172,36.10285170003772,5,541,8
lo-ransac,4,416366155,0.35,0.13052397757509104,0.016947153393631786,0.11357682418145926,0.5670398821628432,0.7092360319270239,36.01487549999729,5,547,9
lo-ransac,3,1779062357,0.35,0.12883012451970532,0.0183593027042288,0.11047082181547653,0.5637604080799787,0.7103762827822121,36.81774890003726,5,543,8
gair-ransac,0,1760185973,0.35,0.04286156821327958,0.013182534660934981,0.029679033552344598,0.1220522087053493,0.9201824401368301,47.020822199992836,3,606,15
gair-ransac,4,416366155,0.35,0.04278909066569769,0.013391723394751288,0.029397367270946405,0.1220522087053493,0.9293044469783353,51.02106479997747,3,611,17
gair-ransac,2,650318616,0.35,0.04203857645213119,0.012688065762920048,0.02935051068921114,0.1220522087053493,0.9247434435575826,53.14855300000636,3,610,10
gair-ransac,1,1235148768,0.35,0.04266294341880341,0.013118627933651794,0.029544315485151615,0.1220522087053493,0.9293044469783353,59.000984300044365,3,610,16
gair-ransac,3,1779062357,0.35,0.04235170453244582,0.013224174514615982,0.029127530017829837,0.1220522087053493,0.9258836944127709,63.745075300044846,3,610,17
