algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,3,1327372321,0.4,0.1678538505704094,0.016507914412473082,0.15134593615793632,0.5999130198587522,0.6648460774577954,78.69797470001504,7,1186,0
vanilla,4,2105343393,0.4,0.18951325921664458,0.014773597759925568,0.17473966145671901,0.8705353064123799,0.6618669314796425,86.91946870001266,9,1207,0
vanilla,2,808830488,0.4,0.1741030296715385,0.01628354705937342,0.15781948261216508,0.6335342358834148,0.6643495531281033,89.50588209996931,8,1180,0
vanilla,0,1373388855,0.4,0.17379000486383794,0.01568080623248486,0.1581091986313531,0.6288019442147335,0.6752730883813307,103.96282910002628,8,1204,0
vanilla,1,605102647,0.4,0.20449838630708994,0.015579621478390229,0.1889187648286997,1.0247416504399414,0.6727904667328699,104.1549899999518,8,1192,0
lo-ransac,1,605102647,0.4,0.1538202751992259,0.015341299195290625,0.13847897600393527,0.5379956858690922,0.6906653426017875,120.9993511000066,8,1264,14
lo-ransac,0,1373388855,0.4,0.1505525386729856,0.015575971223632525,0.13497656744935307,0.5291149671133545,0.689175769612711,123.04034050001064,7,1229,11
lo-ransac,2,808830488,0.4,0.1417830948498333,0.01550157480790901,0.1262815200419243,0.6121740521789742,0.6598808341608738,123.8901064999518,7,1189,10
lo-ransac,4,2105343393,0.4,0.18693338702003587,0.014401266380321324,0.17253212063971454,0.6883850951325312,0.6708043694141013,129.59662660001777,8,1215,13
lo-ransac,3,1327372321,0.4,0.16142654607800425,0.015402557637810217,0.14602398844019404,0.6440862965641992,0.6757696127110229,130.24817370000528,7,1222,15
gair-ransac,1,605102647,0.4,0.042193015170523956,0.015046752114065278,0.027146263056458675,0.17384353433918306,0.8808341608738828,201.7469209000119,4,1246,52
gair-ransac,3,1327372321,0.4,0.04398990024235085,0.012840563590381411,0.03114933665196944,0.2064691701630704,0.9304865938430983,249.79461290000472,5,1340,47
gc-ransac,3,1327372321,0.4,0.100653262390717,0.0618156649656426,0.038837597425074394,0.26918898091392224,0.5516385302879842,250.86388299998362,1,615,28
gc-ransac,0,1373388855,0.4,0.1228593404940649,0.050956921504822186,0.07190241898924271,0.3094980410660143,0.5347567030784508,263.52444870001636,1,616,24
gc-ransac,4,2105343393,0.4,0.1098921831190012,0.053183267631795456,0.05670891548720575,0.2928670010300301,0.5367428003972194,263.9360415999545,1,595,26
gc-ransac,2,808830488,0.4,0.12266373407212489,0.051840296317156906,0.07082343775496798,0.3063104300563587,0.522343594836147,270.03513329999987,1,583,24
gair-ransac,2,808830488,0.4,0.04348069953163988,0.016163756559363324,0.027316942972276558,0.17666623109666277,0.8778550148957299,277.69266120000975,4,1227,73
gc-ransac,1,605102647,0.4,0.1313766024220411,0.06060324994906342,0.07077335247297768,0.26725703591471617,0.5243296921549155,278.8820691999863,1,596,29
gair-ransac,4,2105343393,0.4,0.043988645681386725,0.017766749059301784,0.02622189662208494,0.19398071253044724,0.8778550148957299,295.73185719997855,4,1228,55
gair-ransac,0,1373388855,0.4,0.05945180530641506,0.030691542319056575,0.02876026298735849,0.23431352896734622,0.7447864945382324,357.4179410999641,2,952,71
