algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,1683147956,0.3,60.0,0.0614763119739484,0.04555392662194389,0.015922385352004517,0.5695902594913256,0.8992307692307693,60.084163499996066,2,7094,19
gc-ransac,0,1683147956,0.3,60.0,0.07578984870775085,0.01971595954399384,0.05607388916375702,0.32188043778042974,0.8729807692307693,60.024769100011326,2,7383,10
lo-ransac,0,1683147956,0.3,60.0,0.11866509263654565,0.015168269107686172,0.10349682352885947,0.6490339009842923,0.8276923076923077,60.311343700042926,6,7861,9
vanilla,0,1683147956,0.3,60.0,0.12316806077554582,0.014496349429945276,0.10867171134560054,0.4870370197590206,0.8047115384615384,60.23866859998088,9,7891,0
gair-ransac,1,2039251708,0.3,60.0,0.06989941432062607,0.05863815839776056,0.01126125592286551,0.5711422685069223,0.87375,60.31756749993656,1,6812,18
gc-ransac,1,2039251708,0.3,60.0,0.06950202610675531,0.058214833597047176,0.011287192509708131,0.5698770734959312,0.8713461538461539,60.138269199989736,1,6993,9
lo-ransac,1,2039251708,0.3,60.0,0.11080809139234252,0.016610382098503285,0.09419770929383924,0.44268901474832956,0.8201923076923077,60.140814299928024,6,7829,10
vanilla,1,2039251708,0.3,60.0,0.12007022996522218,0.014008301104074423,0.10606192886114776,0.5819604388285492,0.8014423076923077,60.35680130007677,9,7908,0
gair-ransac,2,1855706294,0.3,60.0,0.044386950848172874,0.014914125342752847,0.029472825505420026,0.2176064333627603,0.9488461538461539,60.32412440003827,4,7676,19
gc-ransac,2,1855706294,0.3,60.0,0.07011131154585785,0.058841560004312184,0.011269751541545674,0.5703023672245818,0.8699038461538462,60.26052580005489,1,6982,9
lo-ransac,2,1855706294,0.3,60.0,0.10404786837152462,0.014590570169817265,0.08945729820170735,0.36786488340096635,0.8243269230769231,60.18822510004975,6,7850,10
vanilla,2,1855706294,0.3,60.0,0.12158075122886554,0.013659050637995199,0.10792170059087033,0.5900554335830129,0.80875,60.019505400094204,9,7954,0
gair-ransac,3,1641396314,0.3,60.0,0.06380144574916258,0.04705818845732114,0.016743257291841434,0.5713769152779953,0.8976923076923077,60.241099500097334,2,7082,15
gc-ransac,3,1641396314,0.3,60.0,0.07280118532480008,0.01970858909820759,0.053092596226592494,0.31450283406209245,0.8626923076923076,60.33592779992614,2,7341,9
lo-ransac,3,1641396314,0.3,60.0,0.11364762389611059,0.01452304001564209,0.0991245838804685,0.45232148468362227,0.8222115384615385,60.2016178999329,6,7825,10
vanilla,3,1641396314,0.3,60.0,0.12499942328494142,0.013902243929890755,0.11109717935505066,0.4728403580013504,0.8027884615384615,60.01994060003199,9,7926,0
gair-ransac,4,457126910,0.3,60.0,0.0612059134859045,0.04521494034471661,0.015990973141187883,0.5654273829651942,0.8989423076923077,60.42876359994989,2,7090,19
gc-ransac,4,457126910,0.3,60.0,0.07339770723918575,0.022099891613543764,0.051297815625641986,0.3193407507851494,0.8480769230769231,60.068754000007175,2,7198,9
lo-ransac,4,457126910,0.3,60.0,0.11385258289066108,0.01471063861115049,0.09914194427951059,0.41249736606912757,0.8247115384615384,60.16742599999998,6,7828,8
vanilla,4,457126910,0.3,60.0,0.11482355333168426,0.014186912968006879,0.10063664036367738,0.5903117112874346,0.8091346153846154,60.15875409997534,8,7866,0
